order_id,title,document_type,court_level,court,court_code,state,judge,judge_role,issued_date,effective_date,amended_date,status,ai_scope,applies_to,case_types,sanctions_language,key_provisions,summary,source_url,source_type,secondary_urls,archive_url,fetched_at,text_sha256,text_excerpt,verification,lead_source,notes,obligations.ai_drafting,obligations.disclose_use,obligations.disclose_tool,obligations.disclose_how_used,obligations.certify_accuracy,obligations.certify_human_review,obligations.certify_confidentiality,obligations.verify_citations,obligations.mark_ai_sections,obligations.retain_prompts,obligations.ai_generated_evidence_disclosure,obligations.ai_recording_in_courtroom,obligations.warning_only
cit-vaden-2023-artificial-intelligence,Order on Artificial Intelligence,standing-order,federal-specialty,United States Court of International Trade,cit,,Stephen Alexander Vaden,trial-judge,2023-06-08,,,in-force,generative-ai,"[""attorneys"", ""parties""]","[""civil""]",,"[""Applies to submissions in cases assigned to Judge Vaden containing text drafted with generative AI based on natural language prompts."", ""Names ChatGPT and Google Bard as examples of covered generative AI programs."", ""Requires a disclosure notice identifying the program used and the specific portions of text drafted with it."", ""Requires certification that use of the program did not disclose confidential or business proprietary information to unauthorized parties."", ""Allows any party to seek relief under statute or USCIT rules after the notice is filed.""]","Judge Stephen Alexander Vaden of the Court of International Trade requires any party filing AI-drafted text in his cases to provide a notice identifying the generative AI program and the specific drafted portions, and to certify that no confidential or business proprietary information was disclosed to an unauthorized party.",https://www.cit.uscourts.gov/sites/cit/files/Order%20on%20Artificial%20Intelligence.pdf,court-pdf,[],,2026-09-06,750c7bfef650e4b50b9c364c5e0875bc73e6ef942630cda8cbc57e7077657ae6,"""ORDERED that any submission in a case assigned to Judge Vaden that contains text drafted with the assistance of a generative artificial intelligence program on the basis of natural language prompts"" must be accompanied by disclosure and certification.",fetched-and-read,"[""safelegalai-regulation-tracker"", ""court-site-crawl""]","PDF text date is partially garbled by extraction; lead and document context show June 8, 2023.",permitted-with-conditions,required,required,not-addressed,not-addressed,not-addressed,required,not-addressed,required,not-addressed,not-addressed,not-addressed,False
uspto-office-2024-ai-tools-guidance,Guidance on Use of Artificial Intelligence-Based Tools in Practice Before the United States Patent and Trademark Office,policy,federal-specialty,"United States Patent and Trademark Office, including PTAB and TTAB",uspto,,Katherine K. Vidal,,2024-04-11,2024-04-11,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""all""]","""Failure to inquire when the circumstances warrant it could result in sanctions or other appropriate action.""","[""The guidance applies to practice before the USPTO, including filings submitted to the PTAB and TTAB."", ""There is no prohibition against using computer tools, including generative AI, to draft documents for USPTO submission."", ""There is not presently a general duty to inform the USPTO that an AI tool was used unless specifically requested."", ""Any paper submitted to the USPTO must be reviewed by the party or parties presenting it, who remain responsible for the contents."", ""Parties should confirm facts, citations, legal contentions, and confidentiality obligations when AI tools are used."", ""AI systems may not obtain USPTO.gov accounts or apply a person’s signature without that person personally entering it.""]","The USPTO guidance states that AI tools are not prohibited and generally need not be disclosed in USPTO practice, including PTAB and TTAB filings, but signed AI-assisted papers must be human reviewed, supported by reasonable inquiry, checked for factual and legal accuracy, and handled to protect confidentiality and USPTO systems.",https://www.govinfo.gov/content/pkg/FR-2024-04-11/pdf/2024-07629.pdf,govinfo,"[""https://www.uspto.gov/about-us/news-updates/uspto-issues-guidance-concerning-use-ai-tools-parties-and-practitioners""]",,2026-09-06,6da1c711926a504bb1cdb887c41fcad942da18370e7b1f4a3c3ce8eff9b7357a,"""there is no prohibition against using these computer tools in drafting documents for submission to the USPTO. Nor is there a general obligation to disclose to the USPTO the use of such tools.""",fetched-and-read,"[""court-site-crawl""]","Administrative tribunal guidance; Federal Register notice states it does not create new rights or announce new USPTO practice, but personnel follow it if earlier guidance is inconsistent.",permitted-with-conditions,not-required,not-addressed,not-addressed,required-each-filing,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
alnd-manasco-2026-ai-warning,Initial Order Governing All Further Proceedings: Warning Regarding Artificial Intelligence,standing-order,federal-district,United States District Court for the Northern District of Alabama,alnd,Alabama,Judge Anna M. Manasco,district-judge,2026-06-15,2026-06-15,,in-force,generative-ai,"[""parties"", ""attorneys""]","[""civil""]","""may be ordered to show cause why they should not be sanctioned""","[""The order warns that filings containing false statements of fact or law generated by AI may trigger show-cause proceedings."", ""Counsel whose names appear in the signature block may face sanctions under Rule 11 and other authorities."", ""Show-cause proceedings will include an in-person hearing and sworn affidavits describing AI use and related events."", ""The warning cites prior sanctions orders issued by the court in Johnson v. Dunn and Rivera v. Triad Properties.""]","Judge Manasco of the Northern District of Alabama warns parties and counsel about false statements generated by artificial intelligence. The June 15, 2026 initial order does not impose a disclosure certification, but it describes show-cause procedures and possible sanctions if AI-generated false law or facts appear in filings.",https://www.alnd.uscourts.gov/sites/alnd/files/AMM%20-%20Initial%20Order%206.15.2026.pdf,uscourts-judge-page,[],,2026-09-06,bb2d0f47db086cafd05ce0255476bf73c01f735149374f55a2ac4d5837d8a79a,"""if any filing contains false statements of fact or law generated by artificial intelligence""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
alnd-axon-2025-ai-disclosure,Initial Order Governing All Further Proceedings: Disclosure of Use of Artificial Intelligence,standing-order,federal-district,United States District Court for the Northern District of Alabama,alnd,Alabama,Judge Annemarie Carney Axon,district-judge,2025-05-23,2025-05-23,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]","""may result in appropriate sanctions, up to and including dismissal or default judgment""","[""Counsel and pro se parties must disclose AI use in any capacity to prepare documents submitted to the court."", ""An attorney or pro se party using AI must sign and file a disclosure of the use of artificial intelligence."", ""The disclosure identifies the AI tool and certifies independent review for accuracy, legitimacy, and good law under Rule 11."", ""The court does not recognize mistake, lack of technical expertise, or time constraints as good-faith excuses.""]","Judge Axon of the Northern District of Alabama requires AI disclosure in civil submissions. The May 23, 2025 initial order requires attorneys and pro se parties who use AI to prepare filings to identify the AI tool and certify independent review for accuracy, legitimacy, and good law.",https://www.alnd.uscourts.gov/sites/alnd/files/ACA%20Initial%20Order%2011-05-2025.pdf,uscourts-judge-page,[],,2026-09-06,33da32a485451ca2dfe5ac7de0043254565b2444a9aa762d9e6332e6c29a856d,"""If any attorney or pro se party uses AI in any way to prepare a filing or submission to the court""",fetched-and-read,"[""court-site-crawl""]","The PDF filename includes 11-05-2025, but the extracted order text says DONE and ORDERED May 23, 2025.",permitted-with-conditions,required,required,not-addressed,required-each-filing,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
alnd-haikala-2024-ai-review,Haikala Chambers Initial Order: Use of AI to Create Court Submissions,standing-order,federal-district,United States District Court for the Northern District of Alabama,alnd,Alabama,Judge Madeline H. Haikala,district-judge,2024-07-08,,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]",,"[""The initial order cautions lawyers and pro se litigants who use ChatGPT, Bard, Bing AI Chat, or other generative AI."", ""The court does not prohibit AI use to prepare filed documents."", ""Attorneys and pro se litigants must review and verify computer-generated content for accuracy and compliance with Rule 11."", ""Counsel of record must instruct all attorneys working on the case to review the order.""]","Judge Haikala of the Northern District of Alabama permits generative AI use in preparing court submissions but requires review and verification. The chambers initial order, dated by the court PDF as of July 8, 2024, cautions attorneys and pro se litigants about accuracy and Rule 11 obligations.",https://www.alnd.uscourts.gov/sites/alnd/files/MHH%20Initial%20Order%20as%20of%207-8-24.pdf,uscourts-judge-page,[],,2026-09-06,43349ff6a3c19b866c64f6ed671941bba1879d7fc5f4bf78410946868e37f433,"""The Court does not prohibit the use of AI""",fetched-and-read,"[""ropes-gray-citation"", ""court-site-crawl""]",No signature date appears in the extracted text; issued_date is taken from the court PDF filename.,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
az-supreme-court-2025-generative-ai-technology,Administrative Order Amending ACJA Section 1-509 on Generative Artificial Intelligence Technology,administrative-order,state-supreme,Arizona Supreme Court,,Arizona,,justice,,,2025-01-29,unknown,generative-ai,"[""judges"", ""court-staff""]","[""all""]",,"[""Official Arizona Supreme Court PDF link for the generative AI technology administrative order was identified."", ""The PDF could not be retrieved because azcourts.gov returned a Cloudflare 403 challenge."", ""No obligations were coded from secondary descriptions.""]","The Arizona Supreme Court’s official PDF link for an administrative order amending ACJA § 1-509 on generative artificial intelligence technology was identified, but the PDF could not be retrieved from azcourts.gov in this environment. This row records the official link only and leaves obligations uncoded.",https://www.azcourts.gov/Portals/0/22/admorder/Orders25/2025-24.pdf?ver=hge-fsIjAopnqnamfiiHUw%3d%3d,state-court-site,"[""https://www.azcourts.gov/Portals/0/22/admorder/Orders24/2024-207.pdf?ver=Man-EEuRyvpQ_6nete_7Ng%3d%3d""]",,2026-09-06,,,link-only,"[""other""]","Official PDF link identified, but the source host blocked or failed automated retrieval, so obligations were not coded from text.",not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ark-supreme-court-2025-admin-order-25-ai,Arkansas Supreme Court Administrative Order No. 25: Artificial Intelligence,administrative-order,state-supreme,Arkansas Supreme Court,,Arkansas,,justice,2025-06-05,,,unknown,generative-ai,"[""court-staff"", ""attorneys"", ""pro-se-litigants"", ""all-filers""]","[""all""]",,"[""Official primary URL was identified by the assignment but timed out during crawl."", ""No obligations were coded because the primary PDF text was not retrieved.""]","The assignment identified Arkansas Supreme Court Administrative Order No. 25 on Artificial Intelligence and required recording the primary court PDF URL. Multiple attempts to retrieve the official PDF timed out from the collection environment, so this row is link-only and leaves obligations uncoded for human follow-up.",https://arcourts.gov/sites/default/files/In_Re_Creation_of_Admin_Order_No_25_AI.pdf,state-court-site,[],,2026-09-06,,,link-only,"[""other""]",Needs human retrieval from arcourts.gov; official host was unreachable from this environment.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ca-judicial-branch-2025-rule-10430,California Rule of Court 10.430: Generative Artificial Intelligence Use Policies,local-rule,state-judiciary-wide,California Judicial Branch,,California,,,2025-09-01,2025-09-01,,in-force,generative-ai,"[""court-staff"", ""judges""]","[""all""]",,"[""Courts that do not prohibit generative AI use by court staff or judicial officers must adopt a policy by December 15, 2025."", ""Policies must prohibit entry of confidential, personal identifying, or nonpublic information into public generative AI systems."", ""Policies must prohibit unlawful discriminatory or disparate-impact use."", ""Policies must require reasonable steps to verify accuracy and correct hallucinated output."", ""Policies must require disclosure when public-facing work consists entirely of generative AI outputs.""]","California Rule of Court 10.430 requires state courts that do not ban generative AI use by staff or judicial officers to adopt use policies by December 15, 2025. Required policies address confidentiality, discrimination, accuracy review, bias removal, public disclosure for entirely AI-generated work, and compliance duties.",https://courts.ca.gov/cms/rules/index/ten/rule10_430,state-judiciary-site,[],,2026-09-06,145385f75f86451a15e823fdf78e5a7612dd4da8306d7874a0df4b5431fd551a,"Rule 10.430.  Generative artificial intelligence use policies
Print
(a)    Definitions
As used in this rule, the following definitions apply:
(1)  “Court staff” means all employees, contractors, volunteers, and any other persons working for or on behalf of the court.
(2)  “Generative artificial intelligence” or “generative AI” means a computer-based system that uses machine learning or similar techniques to produce new content—such as text, images, audio, video, code, or data visualizations—in response to user inpu",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,required,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ca-judicial-branch-2025-standard-1080,California Standard of Judicial Administration 10.80: Use of Generative Artificial Intelligence by Judicial Officers,policy,state-judiciary-wide,California Judicial Branch,,California,,,2025-09-01,2025-09-01,,in-force,generative-ai,"[""judges""]","[""all""]",,"[""Judicial officers using generative AI in adjudicative tasks should not enter confidential, identifying, or nonpublic information into public systems."", ""Judicial officers should not use generative AI to unlawfully discriminate or disparately impact protected groups."", ""Judicial officers should take reasonable steps to verify accuracy and correct hallucinated output."", ""Judicial officers should remove biased, offensive, or harmful content from AI material used."", ""Judicial officers should consider disclosure if AI is used to create public content.""]","California Standard 10.80 gives statewide guidance for judicial officers using generative AI within their adjudicative role. It addresses confidentiality, discriminatory use, accuracy verification, hallucination correction, biased or harmful content, and whether to disclose AI use when creating content provided to the public.",https://courts.ca.gov/cms/rules/index/standards/Standard10_80,state-judiciary-site,[],,2026-09-06,df507dfaa1be7cb715d3fd3a8db3943ea7c50f5f2abbd863ab2f928d9e93832f,"Standard 10.80.  Use of generative artificial intelligence by judicial officers
Print
(a)     Definitions
As used in this standard, the following definitions apply:
(1)   “Court staff” means all employees, contractors, volunteers, and any other persons working for or on behalf of the court.
(2)  “Generative artificial intelligence” or “generative AI” means a computer-based system that uses machine learning or similar techniques to produce new content—such as text, images, audio, video, code, or data visualizations—",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
ca-orange-knill-2026-ai-standing-order,Department C31 Standing Order Re: Artificial Intelligence,standing-order,state-trial,"Superior Court of California, County of Orange",,California,Judge Kimberly A. Knill,trial-judge,2026-08-10,,2026-08-10,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil""]","""may be grounds for sanctions or disciplinary action before the State Bar""","[""Generative AI use is not prohibited."", ""Counsel and self-represented parties must personally confirm the accuracy of AI-assisted research."", ""A signature or listing on a filing containing AI-generated content constitutes certification that the signer verified accuracy."", ""Errors by AI tools are imputed to the signer and listed attorneys or self-represented parties."", ""Users must comply with protective orders and legal or ethical obligations when interacting with AI tools.""]","Judge Kimberly A. Knill’s Orange County Superior Court Department C31 procedures include a standing order on generative AI. AI use is not prohibited, but signers of filings containing AI-generated content certify personal verification, must protect confidentiality, and may face sanctions or discipline for failure to verify.",https://www.occourts.org/system/files?file=civil/knillprocedures.pdf,state-court-site,[],,2026-09-06,06820cb7bb6e3a97638e6ca227d13b4947982ca8e436dd3e4d74b40eb06bf064,"Generative artificial intelligence (AI) tools that supply natural language answers to user
prompts, such as ChatGPT, Harvey, CoCounsel, Claude, Grok, and Google Gemini, are now in
wide use.

Counsel and self-represented parties are responsible for providing the court with complete and
accurate representations of the record, procedural history, and cited legal authorities. Use of
generative AI is not prohibited, but counsel or the self-represented party must personally
confirm for themselves the accuracy of any res",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-each-filing,required,required,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cacb-court-2026-ai-tools-risks,Risks Associated with the Use of AI Tools to Generate Documents for Filing with the Court,notice,federal-bankruptcy,U.S. Bankruptcy Court for the Central District of California,cacb,California,,,,,,in-force,any-ai,"[""all-filers""]","[""bankruptcy""]","""may result in adverse consequences, including: the imposition of sanctions""","[""The notice warns that AI tools may generate inaccurate, outdated, inapplicable, or fabricated legal content."", ""It says filers should conduct careful line-by-line review before filing AI-assisted documents."", ""Filers should confirm every cited case, statute, rule, and quotation exists and is accurately quoted."", ""Inaccurate citations or unsupported factual assertions may lead to sanctions or denial of relief.""]","The Central District of California Bankruptcy Court’s AI tools notice warns filers that AI-generated court documents may contain fabricated citations, misstatements, or unsupported facts. It advises line-by-line review and verification before filing, and warns that inaccurate or fabricated content may produce sanctions or denial of relief.",https://www.cacb.uscourts.gov/sites/cacb/files/documents/Risk%20Associated%20with%20the%20use%20of%20AI%20Tools.pdf,court-pdf,[],,2026-09-06,daca98799c299da07d24a1b39ed7c09266b3783e15f7d6c837efdb650c13e681,"More specifically, AI-Generated materials may:
  • misstate or omit controlling authority, including binding precedent or applicable rules;
  • provide inaccurate citations, incorrect quotations, or citations to cases that do not exist;
  • confuse jurisdictions, courts, or procedural rules, including rules that do not apply in the
      Central District of California;
  • mischaracterize the record, the relief requested, deadlines, or the effect of an order;
  • include unsupported factual assertions, improper evi",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
casb-court-2025-generative-ai-filings,Bankruptcy General Order No. 210: Filings Using Generative Artificial Intelligence,general-order,federal-bankruptcy,U.S. Bankruptcy Court for the Southern District of California,casb,California,Chief Judge Christopher B. Latham,bankruptcy-judge,2025-11-18,2026-01-01,,in-force,generative-ai,"[""all-filers""]","[""bankruptcy""]",,"[""Pleadings, motions, or papers prepared in any aspect with generative AI must be accompanied by a signed attestation or certification."", ""The certification must identify the AI program used."", ""The filer must certify that the document was checked for factual and legal accuracy using reliable means."", ""The order applies to attorneys and self-represented litigants."", ""Bankruptcy Rule 9011 continues to apply to all filed documents.""]","The Southern District of California Bankruptcy Court’s General Order 210 applies to all filers starting January 1, 2026. Any pleading, motion, or paper prepared in any aspect with generative AI must include a signed certification identifying the AI program and confirming factual and legal accuracy review.",https://www.casb.uscourts.gov/sites/casb/files/documents/general-orders/General%20Order%20210_2025-11-18.pdf,court-pdf,[],,2026-09-06,d12f2e82c9fa24da920fead00ab1a5e0864a151cbd804292f4976d6b5567d4cd,"in reply) that the filer prepared in any aspect by using a generative artificial intelligence (“AI”)
program must be accompanied by an attestation or certification signed by the filer:
. Identifying the AI program used; and
. Certifying that the filer checked the document for factual and legal accuracy using print
reporters, traditional legal databases, or other reliable means.

This General Order applies to all filers — whether attorneys or self-represented litigants.

Rule 9011 of the Federal Rules of Bankruptcy",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,not-addressed,required,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cacd-hwang-2026-civil-ai-declaration,Standing Order for Civil Cases Assigned to Judge Anne Hwang,standing-order,federal-district,U.S. District Court for the Central District of California,cacd,California,Judge Anne Hwang,district-judge,2026-07-31,,2026-07-31,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil""]",,"[""Any party using generative AI to generate any portion of a brief, pleading, or other filing must attach a separate declaration."", ""The declaration must disclose the use of artificial intelligence."", ""The declaration must certify review of source material and accuracy of AI-generated content."", ""The certification must state compliance with the filer’s Rule 11 obligations."", ""The order applies in civil cases and expressly includes pro se litigants in the definition of counsel.""]","Standing Order for Civil Cases Assigned to Judge Anne Hwang requires parties using generative AI to generate any portion of a filing to attach a separate declaration disclosing AI use and certifying that the filer reviewed source material, verified the generated content, and complies with Rule 11.",https://apps.cacd.uscourts.gov/JpsApi/file/ade560c3-2e60-4139-b094-08def1b8c688,court-pdf,[],,2026-09-06,6fb48f9f68fad245dbdacdc9b460be8bed1d3b5ce2a197a60c89c48f3f59d312,"8         5.     Artificial Intelligence. Any party who uses generative artificial
 9   intelligence (such as ChatGPT, Harvey, CoCounsel, or Google Bard) to generate any
10   portion of a brief, pleading, or other filing must attach to the filing a separate
11   declaration disclosing the use of artificial intelligence and certifying that the filer has
12   reviewed the source material and verified that the artificially generated content is
13   accurate and complies with the filer’s Rule 11 obligations.
14   F.",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
cacd-hwang-2026-criminal-ai-declaration,Standing Order for Criminal Cases Assigned to Judge Anne Hwang,standing-order,federal-district,U.S. District Court for the Central District of California,cacd,California,Judge Anne Hwang,district-judge,2026-08-03,,2026-08-03,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""criminal""]",,"[""Any party using generative AI to generate any portion of a brief, pleading, or other filing must attach a separate declaration."", ""The declaration must disclose the use of artificial intelligence."", ""The declaration must certify review of source material and accuracy of AI-generated content."", ""The certification must state compliance with the filer’s Rule 11 obligations."", ""The order applies in criminal cases and includes pro se defendants in the definition of counsel.""]","Standing Order for Criminal Cases Assigned to Judge Anne Hwang requires parties using generative AI to generate any portion of a filing to attach a separate declaration disclosing AI use and certifying that the filer reviewed source material, verified the generated content, and complies with Rule 11.",https://apps.cacd.uscourts.gov/JpsApi/file/31cc96b2-e7e3-49d2-b095-08def1b8c688,court-pdf,[],,2026-09-06,6076d1d4e41320b4f523c2e475d7d67529973dd442297944600df974f398247e,"6           Any party who uses generative artificial intelligence (such as ChatGPT,
 7   Harvey, CoCounsel, or Google Bard) to generate any portion of a brief, pleading, or
 8   other filing must attach to the filing a separate declaration disclosing the use of
 9   artificial intelligence and certifying that the filer has reviewed the source material and
10   verified that the artificially generated content is accurate and complies with the filer’s
11   Rule 11 obligations.
12      B.      DISCOVERY
13",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
